"createdon_date","seats"
2022-05-17,2581
2022-05-18,2488
2022-05-19,2394
2022-05-20,2487
2022-05-21,2388
2022-05-22,2460
2022-05-23,2653
2022-05-24,2623
2022-05-25,2751
2022-05-26,2792
2022-05-27,2301
2022-05-28,2484
2022-05-29,2862
2022-05-30,2891
2022-05-31,2584
2022-06-01,2895
2022-06-02,3143
2022-06-03,2755
2022-06-04,2718
2022-06-05,2961
2022-06-06,3457
2022-06-07,3221
2022-06-08,3120
2022-06-09,3128
2022-06-10,2790
2022-06-11,2522
2022-06-12,2987
2022-06-13,3218
2022-06-14,2967
2022-06-15,3031
2022-06-16,3190
2022-06-17,2703
2022-06-18,3060
2022-06-19,3416
2022-06-20,3196
2022-06-21,3335
2022-06-22,3252
2022-06-23,3117
2022-06-24,3345
2022-06-25,2931
2022-06-26,3600
2022-06-27,3578
2022-06-28,3449
2022-06-29,3617
2022-06-30,3466
2022-07-01,3614
2022-07-02,3283
2022-07-03,3852
2022-07-04,4023
2022-07-05,4086
2022-07-06,4140
2022-07-07,4223
2022-07-08,3904
2022-07-09,3875
2022-07-10,4158
2022-07-11,4571
2022-07-12,4397
2022-07-13,4305
2022-07-14,3730
2022-07-15,3756
2022-07-16,3989
2022-07-17,4539
2022-07-18,4501
2022-07-19,4466
2022-07-20,4630
2022-07-21,4353
2022-07-22,4084
2022-07-23,4368
2022-07-24,4384
2022-07-25,4628
2022-07-26,4951
2022-07-27,4713
2022-07-28,4485
2022-07-29,4220
2022-07-30,4254
2022-07-31,4531
2022-08-01,4889
2022-08-02,5077
2022-08-03,4999
2022-08-04,5122
2022-08-05,4771
2022-08-06,4916
2022-08-07,5101
2022-08-08,5518
2022-08-09,5226
2022-08-10,5490
2022-08-11,4910
2022-08-12,4584
2022-08-13,4536
2022-08-14,5129
2022-08-15,5070
2022-08-16,5071
2022-08-17,4558
2022-08-18,4720
2022-08-19,4425
2022-08-20,4133
2022-08-21,4710
2022-08-22,4608
2022-08-23,4145
2022-08-24,4294
2022-08-25,4276
2022-08-26,3997
2022-08-27,3951
2022-08-28,4079
2022-08-29,4392
2022-08-30,4352
2022-08-31,4342
2022-09-01,4387
2022-09-02,3881
2022-09-03,3628
2022-09-04,4456
2022-09-05,4542
2022-09-06,4529
2022-09-07,4750
2022-09-08,4458
2022-09-09,4046
2022-09-10,4375
2022-09-11,4961
2022-09-12,4939
2022-09-13,4702
2022-09-14,4404
2022-09-15,4648
2022-09-16,4053
2022-09-17,4230
2022-09-18,4300
2022-09-19,4492
2022-09-20,4616
2022-09-21,4320
2022-09-22,4256
2022-09-23,4282
2022-09-24,4020
2022-09-25,4751
2022-09-26,4628
2022-09-27,4637
2022-09-28,4604
2022-09-29,4693
2022-09-30,4503
2022-10-01,4331
2022-10-02,5328
2022-10-03,5611
2022-10-04,5430
2022-10-05,5521
2022-10-06,5434
2022-10-07,5540
2022-10-08,5532
2022-10-09,5991
2022-10-10,5867
2022-10-11,6106
2022-10-12,6668
2022-10-13,6564
2022-10-14,5537
2022-10-15,5217
2022-10-16,6077
2022-10-17,6053
2022-10-18,6303
2022-10-19,6341
2022-10-20,6537
2022-10-21,6348
2022-10-22,5964
2022-10-23,6994
2022-10-24,6925
2022-10-25,6436
2022-10-26,6681
2022-10-27,6587
2022-10-28,6434
2022-10-29,6256
2022-10-30,7039
2022-10-31,7042
2022-11-01,7654
2022-11-02,7720
2022-11-03,7700
2022-11-04,7757
2022-11-05,7703
2022-11-06,8439
2022-11-07,8064
2022-11-08,8024
2022-11-09,9009
2022-11-10,8834
2022-11-11,8239
2022-11-12,8240
2022-11-13,8474
2022-11-14,8570
2022-11-15,8684
2022-11-16,8167
2022-11-17,8454
2022-11-18,8142
2022-11-19,8161
2022-11-20,8942
2022-11-21,8275
2022-11-22,8485
2022-11-23,8104
2022-11-24,8488
2022-11-25,8023
2022-11-26,7789
2022-11-27,8881
2022-11-28,9195
2022-11-29,9178
2022-11-30,9040
2022-12-01,9137
2022-12-02,8448
2022-12-03,8629
2022-12-04,9842
2022-12-05,9772
2022-12-06,9539
2022-12-07,9893
2022-12-08,9439
2022-12-09,9041
2022-12-10,8331
2022-12-11,9366
2022-12-12,9674
2022-12-13,9630
2022-12-14,9451
2022-12-15,9133
2022-12-16,8722
2022-12-17,9233
2022-12-18,10062
2022-12-19,10202
2022-12-20,10148
2022-12-21,9877
2022-12-22,9724
2022-12-23,9147
2022-12-24,8126
2022-12-25,8705
2022-12-26,10116
2022-12-27,10877
2022-12-28,11621
2022-12-29,11582
2022-12-30,10351
2022-12-31,9251
2023-01-01,11021
2023-01-02,12537
2023-01-03,12566
2023-01-04,12992
2023-01-05,11879
2023-01-06,11043
2023-01-07,10840
2023-01-08,11548
2023-01-09,11676
2023-01-10,11116
2023-01-11,10846
2023-01-12,11228
2023-01-13,10405
2023-01-14,10516
2023-01-15,12024
2023-01-16,12131
2023-01-17,11578
2023-01-18,11290
2023-01-19,11221
2023-01-20,11076
2023-01-21,9919
2023-01-22,11970
2023-01-23,11906
2023-01-24,11203
2023-01-25,11708
2023-01-26,11359
2023-01-27,10629
2023-01-28,11056
2023-01-29,11675
2023-01-30,12280
2023-01-31,12186
2023-02-01,11877
2023-02-02,12391
2023-02-03,12206
2023-02-04,12136
2023-02-05,13471
2023-02-06,14229
2023-02-07,13231
2023-02-08,12924
2023-02-09,12967
2023-02-10,12657
2023-02-11,12812
2023-02-12,13477
2023-02-13,13176
2023-02-14,12730
2023-02-15,13087
2023-02-16,13281
2023-02-17,13159
2023-02-18,12302
2023-02-19,13263
2023-02-20,13467
2023-02-21,13207
2023-02-22,12736
2023-02-23,12660
2023-02-24,11183
2023-02-25,12269
2023-02-26,13082
2023-02-27,12857
2023-02-28,12627
2023-03-01,12927
2023-03-02,12910
2023-03-03,13200
2023-03-04,12686
2023-03-05,13653
2023-03-06,14340
2023-03-07,13359
2023-03-08,13808
2023-03-09,13236
2023-03-10,12689
2023-03-11,12169
2023-03-12,12705
2023-03-13,12465
2023-03-14,12616
2023-03-15,12646
2023-03-16,12574
2023-03-17,12188
2023-03-18,12030
2023-03-19,13021
2023-03-20,13086
2023-03-21,11770
2023-03-22,12558
2023-03-23,12235
2023-03-24,12057
2023-03-25,11889
2023-03-26,13215
2023-03-27,12515
2023-03-28,11931
2023-03-29,12428
2023-03-30,12757
2023-03-31,12275
2023-04-01,12449
2023-04-02,13460
2023-04-03,13086
2023-04-04,13245
2023-04-05,12997
2023-04-06,13611
2023-04-07,13612
2023-04-08,12229
2023-04-09,12437
2023-04-10,13039
2023-04-11,12537
2023-04-12,12596
2023-04-13,11758
2023-04-14,11712
2023-04-15,11522
2023-04-16,12195
2023-04-17,12546
2023-04-18,11317
2023-04-19,11621
2023-04-20,11510
2023-04-21,10839
2023-04-22,10707
2023-04-23,11453
2023-04-24,11710
2023-04-25,11423
2023-04-26,11666
2023-04-27,11567
2023-04-28,11709
2023-04-29,11706
2023-04-30,11374
2023-05-01,12125
2023-05-02,11639
2023-05-03,11617
2023-05-04,11348
2023-05-05,11270
2023-05-06,11086
2023-05-07,11520
2023-05-08,11394
2023-05-09,11207
2023-05-10,11472
2023-05-11,11034
2023-05-12,10133
2023-05-13,10122
2023-05-14,10474
2023-05-15,10720
2023-05-16,9694
2023-05-17,10239
2023-05-18,10234
2023-05-19,9755
2023-05-20,9277
2023-05-21,10371
2023-05-22,9754
2023-05-23,9427
2023-05-24,9356
2023-05-25,9419
2023-05-26,9126
2023-05-27,8640
2023-05-28,9343
2023-05-29,9924
2023-05-30,9769
2023-05-31,10313
2023-06-01,10042
2023-06-02,9806
2023-06-03,9828
2023-06-04,9826
2023-06-05,10555
2023-06-06,9420
2023-06-07,9760
2023-06-08,9273
2023-06-09,8891
2023-06-10,9215
2023-06-11,9849
2023-06-12,10263
2023-06-13,9879
2023-06-14,9739
2023-06-15,10067
2023-06-16,8863
2023-06-17,8365
2023-06-18,9914
2023-06-19,9902
2023-06-20,9412
2023-06-21,9208
2023-06-22,9260
2023-06-23,8475
2023-06-24,8121
2023-06-25,10051
2023-06-26,9617
2023-06-27,9211
2023-06-28,9914
2023-06-29,9803
2023-06-30,9447
2023-07-01,9255
2023-07-02,10427
2023-07-03,11094
2023-07-04,10721
2023-07-05,10824
2023-07-06,11508
2023-07-07,10664
2023-07-08,10956
2023-07-09,12121
2023-07-10,11589
2023-07-11,11662
2023-07-12,11566
2023-07-13,11631
2023-07-14,11165
2023-07-15,11034
2023-07-16,12189
2023-07-17,12478
2023-07-18,11843
2023-07-19,12114
2023-07-20,11698
2023-07-21,11249
2023-07-22,11387
2023-07-23,12018
2023-07-24,12311
2023-07-25,12798
2023-07-26,12432
2023-07-27,12799
2023-07-28,12194
2023-07-29,11943
2023-07-30,12660
2023-07-31,12510
2023-08-01,12989
2023-08-02,12565
2023-08-03,12563
2023-08-04,12310
2023-08-05,12160
2023-08-06,13468
2023-08-07,13081
2023-08-08,12829
2023-08-09,12704
2023-08-10,13111
2023-08-11,12507
2023-08-12,11761
2023-08-13,13001
2023-08-14,12632
2023-08-15,12692
2023-08-16,12340
2023-08-17,12437
2023-08-18,11862
2023-08-19,10930
2023-08-20,11454
2023-08-21,11900
2023-08-22,11213
2023-08-23,10806
2023-08-24,10461
2023-08-25,10332
2023-08-26,9779
2023-08-27,10897
2023-08-28,11129
2023-08-29,10484
2023-08-30,10874
2023-08-31,10371
2023-09-01,10234
2023-09-02,9276
2023-09-03,10623
2023-09-04,10547
2023-09-05,10875
2023-09-06,10624
2023-09-07,10445
2023-09-08,10235
2023-09-09,9944
2023-09-10,11359
2023-09-11,11517
2023-09-12,11331
2023-09-13,10708
2023-09-14,11387
2023-09-15,11061
2023-09-16,10988
2023-09-17,11789
2023-09-18,11892
2023-09-19,11713
2023-09-20,11708
2023-09-21,11840
2023-09-22,10435
2023-09-23,10659
2023-09-24,11640
2023-09-25,11864
2023-09-26,11922
2023-09-27,11718
2023-09-28,11456
2023-09-29,10750
2023-09-30,11524
2023-10-01,12735
2023-10-02,12938
2023-10-03,13249
2023-10-04,12887
2023-10-05,12120
2023-10-06,12409
2023-10-07,12395
2023-10-08,13151
2023-10-09,13075
2023-10-10,13018
2023-10-11,13025
2023-10-12,12817
2023-10-13,12100
2023-10-14,11867
2023-10-15,13459
2023-10-16,13103
2023-10-17,13562
2023-10-18,13677
2023-10-19,13064
2023-10-20,12919
2023-10-21,12671
2023-10-22,14241
2023-10-23,13982
2023-10-24,13445
2023-10-25,13795
2023-10-26,13250
2023-10-27,13358
2023-10-28,13480
2023-10-29,14667
2023-10-30,14341
2023-10-31,14894
2023-11-01,15036
2023-11-02,15503
2023-11-03,14831
2023-11-04,15182
2023-11-05,17326
2023-11-06,16635
2023-11-07,17224
2023-11-08,16437
2023-11-09,16360
2023-11-10,16389
2023-11-11,16223
2023-11-12,18445
2023-11-13,17935
2023-11-14,17433
2023-11-15,17999
2023-11-16,18209
2023-11-17,16674
2023-11-18,16426
2023-11-19,18192
2023-11-20,18680
2023-11-21,18180
2023-11-22,18312
2023-11-23,18189
2023-11-24,17049
2023-11-25,17173
2023-11-26,17937
2023-11-27,18591
2023-11-28,19055
2023-11-29,17461
2023-11-30,16978
2023-12-01,16673
2023-12-02,16511
2023-12-03,18811
2023-12-04,18750
2023-12-05,17504
2023-12-06,17595
2023-12-07,17107
2023-12-08,16228
2023-12-09,16465
2023-12-10,18353
2023-12-11,18318
2023-12-12,16606
2023-12-13,17798
2023-12-14,17742
2023-12-15,16248
2023-12-16,16487
2023-12-17,18752
2023-12-18,19112
2023-12-19,17842
2023-12-20,18219
2023-12-21,17935
2023-12-22,17299
2023-12-23,16612
2023-12-24,15954
2023-12-25,17221
2023-12-26,20371
2023-12-27,20672
2023-12-28,21689
2023-12-29,21250
2023-12-30,18045
2023-12-31,17816
2024-01-01,21346
2024-01-02,22684
2024-01-03,22721
2024-01-04,21909
2024-01-05,21137
2024-01-06,21220
2024-01-07,22652
2024-01-08,21173
2024-01-09,21012
2024-01-10,21061
2024-01-11,21558
2024-01-12,20948
2024-01-13,20000
2024-01-14,23102
2024-01-15,23168
2024-01-16,23181
2024-01-17,23056
2024-01-18,22829
2024-01-19,22235
2024-01-20,21936
2024-01-21,24635
2024-01-22,23988
2024-01-23,24734
2024-01-24,24179
2024-01-25,24414
2024-01-26,24292
2024-01-27,23494
2024-01-28,24612
2024-01-29,25126
2024-01-30,24501
2024-01-31,24950
2024-02-01,24735
2024-02-02,25206
2024-02-03,25260
2024-02-04,28102
2024-02-05,27418
2024-02-06,27400
2024-02-07,27016
2024-02-08,26023
2024-02-09,24836
2024-02-10,25615
2024-02-11,28710
2024-02-12,27886
2024-02-13,26728
2024-02-14,25704
2024-02-15,27216
2024-02-16,25561
2024-02-17,25488
2024-02-18,27441
2024-02-19,27722
2024-02-20,26304
2024-02-21,26037
2024-02-22,26156
2024-02-23,25834
2024-02-24,25190
2024-02-25,26998
2024-02-26,26989
2024-02-27,26064
2024-02-28,25477
2024-02-29,25491
2024-03-01,24275
2024-03-02,24314
2024-03-03,26486
2024-03-04,26390
2024-03-05,26117
2024-03-06,26418
2024-03-07,25419
2024-03-08,25093
2024-03-09,25828
2024-03-10,25771
2024-03-11,25843
2024-03-12,24934
2024-03-13,24558
2024-03-14,24597
2024-03-15,23570
2024-03-16,23300
2024-03-17,24996
2024-03-18,25087
2024-03-19,23911
2024-03-20,23953
2024-03-21,24247
2024-03-22,23268
2024-03-23,22581
2024-03-24,24207
2024-03-25,25863
2024-03-26,23705
2024-03-27,23299
2024-03-28,23395
2024-03-29,23110
2024-03-30,20639
2024-03-31,21544
2024-04-01,23634
2024-04-02,22714
2024-04-03,22457
2024-04-04,22471
2024-04-05,21762
2024-04-06,22204
2024-04-07,22883
2024-04-08,22594
2024-04-09,21513
2024-04-10,22178
2024-04-11,21228
2024-04-12,19879
2024-04-13,19572
2024-04-14,21414
2024-04-15,21701
2024-04-16,21042
2024-04-17,20683
2024-04-18,20792
2024-04-19,19332
2024-04-20,18803
2024-04-21,20902
2024-04-22,20488
2024-04-23,19663
2024-04-24,20642
2024-04-25,19939
2024-04-26,19046
2024-04-27,19158
2024-04-28,20087
2024-04-29,20112
2024-04-30,19723
2024-05-01,20340
2024-05-02,19973
2024-05-03,18859
2024-05-04,18646
2024-05-05,19522
2024-05-06,19727
2024-05-07,18810
2024-05-08,17846
2024-05-09,17866
2024-05-10,16600
2024-05-11,16306
2024-05-12,17212
2024-05-13,17920
2024-05-14,17189
2024-05-15,17670
2024-05-16,17139
2024-05-17,16292
2024-05-18,15693
2024-05-19,16899
2024-05-20,17806
2024-05-21,16739
2024-05-22,16518
2024-05-23,16093
2024-05-24,15838
2024-05-25,15242
2024-05-26,16078
2024-05-27,15703
2024-05-28,15665
2024-05-29,15245
2024-05-30,15103
2024-05-31,14668
2024-06-01,14827
2024-06-02,16935
2024-06-03,16033
2024-06-04,15271
2024-06-05,16306
2024-06-06,15593
2024-06-07,15443
2024-06-08,15352
2024-06-09,17540
2024-06-10,16668
2024-06-11,15815
2024-06-12,15926
2024-06-13,15732
2024-06-14,15486
2024-06-15,15271
2024-06-16,16003
2024-06-17,16598
2024-06-18,16070
2024-06-19,16190
2024-06-20,16015
2024-06-21,15629
2024-06-22,15979
2024-06-23,16350
2024-06-24,15988
2024-06-25,15309
2024-06-26,15471
2024-06-27,14791
2024-06-28,14556
2024-06-29,14915
2024-06-30,17185
2024-07-01,16850
2024-07-02,17192
2024-07-03,17708
2024-07-04,16470
2024-07-05,13065
2024-07-06,15465
2024-07-07,18171
2024-07-08,17297
2024-07-09,17691
2024-07-10,17185
2024-07-11,17600
2024-07-12,17321
2024-07-13,17016
2024-07-14,18462
2024-07-15,17677
2024-07-16,18979
2024-07-17,16963
2024-07-18,17990
2024-07-19,15915
2024-07-20,16446
2024-07-21,16973
2024-07-22,17313
2024-07-23,17676
2024-07-24,16812
2024-07-25,17006
2024-07-26,16313
2024-07-27,15801
2024-07-28,17309
2024-07-29,16735
2024-07-30,16915
2024-07-31,16562
2024-08-01,16854
2024-08-02,16092
2024-08-03,15687
2024-08-04,17104
2024-08-05,16846
2024-08-06,17460
2024-08-07,17749
2024-08-08,17774
2024-08-09,17572
2024-08-10,16256
2024-08-11,17576
2024-08-12,18070
2024-08-13,17727
2024-08-14,17528
2024-08-15,17655
2024-08-16,18238
2024-08-17,19787
2024-08-18,20644
2024-08-19,19721
2024-08-20,19619
2024-08-21,18886
2024-08-22,17785
2024-08-23,17440
2024-08-24,17073
2024-08-25,18108
2024-08-26,16214
2024-08-27,16485
2024-08-28,16256
2024-08-29,15659
2024-08-30,15212
2024-08-31,14801
2024-09-01,16240
2024-09-02,16657
2024-09-03,16072
2024-09-04,16543
2024-09-05,16277
2024-09-06,15683
2024-09-07,15277
2024-09-08,18191
2024-09-09,17118
2024-09-10,16948
2024-09-11,17688
2024-09-12,17107
2024-09-13,16439
2024-09-14,16988
2024-09-15,17926
2024-09-16,17606
2024-09-17,17023
2024-09-18,17391
2024-09-19,17248
2024-09-20,15888
2024-09-21,15608
2024-09-22,17604
2024-09-23,17524
2024-09-24,16597
2024-09-25,16355
2024-09-26,16341
2024-09-27,15602
2024-09-28,15473
2024-09-29,18166
2024-09-30,17418
2024-10-01,17286
2024-10-02,17033
2024-10-03,18390
2024-10-04,17545
2024-10-05,17038
2024-10-06,19367
2024-10-07,19198
2024-10-08,18688
2024-10-09,18637
2024-10-10,18735
2024-10-11,17945
2024-10-12,18746
2024-10-13,20992
2024-10-14,20779
2024-10-15,20871
2024-10-16,21315
2024-10-17,20391
2024-10-18,19881
2024-10-19,20194
2024-10-20,21651
2024-10-21,22234
2024-10-22,20754
2024-10-23,21564
2024-10-24,20725
2024-10-25,19599
2024-10-26,20102
2024-10-27,21870
2024-10-28,22223
2024-10-29,21770
2024-10-30,20831
2024-10-31,20624
2024-11-01,20758
2024-11-02,21752
2024-11-03,24353
2024-11-04,25983
2024-11-05,25211
2024-11-06,24633
2024-11-07,24694
2024-11-08,26385
2024-11-09,25359
2024-11-10,29395
2024-11-11,29470
2024-11-12,28294
2024-11-13,28744
2024-11-14,28550
2024-11-15,27235
2024-11-16,29070
2024-11-17,31182
2024-11-18,29840
2024-11-19,29175
2024-11-20,29335
2024-11-21,28988
2024-11-22,27138
2024-11-23,27136
2024-11-24,30274
2024-11-25,30107
2024-11-26,28172
2024-11-27,27248
2024-11-28,27899
2024-11-29,26589
2024-11-30,26616
2024-12-01,29651
2024-12-02,30125
2024-12-03,30016
2024-12-04,29833
2024-12-05,28717
2024-12-06,27268
2024-12-07,28284
2024-12-08,30946
2024-12-09,30604
2024-12-10,28415
2024-12-11,26979
2024-12-12,28998
2024-12-13,28502
2024-12-14,27926
2024-12-15,30708
2024-12-16,31357
2024-12-17,28671
2024-12-18,28367
2024-12-19,28770
2024-12-20,27896
2024-12-21,28389
2024-12-22,31000
2024-12-23,29166
2024-12-24,26295
2024-12-25,27838
2024-12-26,33260
2024-12-27,33645
2024-12-28,35117
2024-12-29,34944
2024-12-30,32593
2024-12-31,29050
2025-01-01,36544
2025-01-02,40222
2025-01-03,38313
2025-01-04,38340
2025-01-05,40582
2025-01-06,39871
2025-01-07,37022
2025-01-08,37010
2025-01-09,37542
2025-01-10,35798
2025-01-11,35730
2025-01-12,40499
2025-01-13,38755
2025-01-14,37938
2025-01-15,38073
2025-01-16,38200
2025-01-17,36361
2025-01-18,35583
2025-01-19,39664
2025-01-20,40317
2025-01-21,39297
2025-01-22,39845
2025-01-23,38824
2025-01-24,37437
2025-01-25,37210
2025-01-26,40538
2025-01-27,39697
2025-01-28,37850
2025-01-29,38259
2025-01-30,37382
2025-01-31,36563
2025-02-01,37436
2025-02-02,39596
2025-02-03,40691
2025-02-04,39118
2025-02-05,38674
2025-02-06,39300
2025-02-07,37932
2025-02-08,38587
2025-02-09,41058
2025-02-10,41098
2025-02-11,39781
2025-02-12,39290
2025-02-13,38194
2025-02-14,36233
2025-02-15,38383
2025-02-16,39953
2025-02-17,39369
2025-02-18,37897
2025-02-19,37902
2025-02-20,36212
2025-02-21,35919
2025-02-22,36559
2025-02-23,38608
2025-02-24,38156
2025-02-25,35933
2025-02-26,34546
2025-02-27,34398
2025-02-28,33215
2025-03-01,34193
2025-03-02,36967
2025-03-03,36806
2025-03-04,35938
2025-03-05,35310
2025-03-06,36845
2025-03-07,35625
2025-03-08,35672
2025-03-09,38139
2025-03-10,38423
2025-03-11,37267
2025-03-12,36038
2025-03-13,36355
2025-03-14,35573
2025-03-15,34724
2025-03-16,36549
2025-03-17,35380
2025-03-18,34963
2025-03-19,33709
2025-03-20,32319
2025-03-21,30986
2025-03-22,30655
2025-03-23,32693
2025-03-24,32242
2025-03-25,31113
2025-03-26,30973
2025-03-27,30474
2025-03-28,27663
2025-03-29,29491
2025-03-30,31671
2025-03-31,31795
2025-04-01,30389
2025-04-02,31200
2025-04-03,29944
2025-04-04,28888
2025-04-05,28805
2025-04-06,31803
2025-04-07,31610
2025-04-08,30101
2025-04-09,30801
2025-04-10,30551
2025-04-11,29460
2025-04-12,28120
2025-04-13,30879
2025-04-14,31767
2025-04-15,22203
